"record_id","admission_date_raw","indexed_end_date_raw","admission_date","indexed_end_date","elapsed_days","geography","population_boundary","elapsed_unit"
"smdswhr_457_45727","17700320","17700409","1770-03-20","1770-04-09","20","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46037","17700320","17700518","1770-03-20","1770-05-18","59","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49215","17700320","17700430","1770-03-20","1770-04-30","41","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51431","17700320","17700416","1770-03-20","1770-04-16","27","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45728","17700323","17700518","1770-03-23","1770-05-18","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45729","17700323","17700506","1770-03-23","1770-05-06","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45730","17700323","17700506","1770-03-23","1770-05-06","44","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49216","17700323","17700518","1770-03-23","1770-05-18","56","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49217","17700323","17700422","1770-03-23","1770-04-22","30","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_503_50359","17700323","17700422","1770-03-23","1770-04-22","30","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50765","17700323","17700430","1770-03-23","1770-04-30","38","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52245","17700323","17700521","1770-03-23","1770-05-21","59","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53839","17700323","17700515","1770-03-23","1770-05-15","53","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51774","17700326","17700718","1770-03-26","1770-07-18","114","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52676","17700326","17700409","1770-03-26","1770-04-09","14","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48497","17700327","17700411","1770-03-27","1770-04-11","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46038","17700328","17700409","1770-03-28","1770-04-09","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46039","17700328","17700409","1770-03-28","1770-04-09","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49218","17700328","17700409","1770-03-28","1770-04-09","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49219","17700328","17700409","1770-03-28","1770-04-09","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49220","17700328","17700409","1770-03-28","1770-04-09","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48498","17700329","17700330","1770-03-29","1770-03-30","1","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51775","17700329","17700430","1770-03-29","1770-04-30","32","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52677","17700329","17700329","1770-03-29","1770-03-29","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_534_53411","17700329","17700405","1770-03-29","1770-04-05","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52246","17700330","17700611","1770-03-30","1770-06-11","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52247","17700330","17700611","1770-03-30","1770-06-11","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_522_52248","17700330","17700611","1770-03-30","1770-06-11","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50766","17700331","17700422","1770-03-31","1770-04-22","22","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_501_50177","17700401","17700430","1770-04-01","1770-04-30","29","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_484_48499","17700402","17700430","1770-04-02","1770-04-30","28","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49221","17700402","17700428","1770-04-02","1770-04-28","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_526_52678","17700402","17700518","1770-04-02","1770-05-18","46","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46040","17700403","17700422","1770-04-03","1770-04-22","19","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47065","17700403","17700521","1770-04-03","1770-05-21","48","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49895","17700403","17700412","1770-04-03","1770-04-12","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49896","17700403","17700408","1770-04-03","1770-04-08","5","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_507_50767","17700404","17700404","1770-04-04","1770-04-04","0","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_457_45731","17700406","17700418","1770-04-06","1770-04-18","12","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47887","17700406","17700812","1770-04-06","1770-08-12","128","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_498_49897","17700406","17700611","1770-04-06","1770-06-11","66","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_460_46041","17700407","17700619","1770-04-07","1770-06-19","73","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_470_47066","17700407","17700430","1770-04-07","1770-04-30","23","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49222","17700407","17700503","1770-04-07","1770-05-03","26","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_538_53840","17700407","17700526","1770-04-07","1770-05-26","49","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_492_49223","17700409","17701107","1770-04-09","1770-11-07","212","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_478_47888","17700411","17700601","1770-04-11","1770-06-01","51","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51432","17700411","17800218","1770-04-11","1780-02-18","3600","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_517_51776","17700411","17700418","1770-04-11","1770-04-18","7","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_482_48278","17700413","17700422","1770-04-13","1770-04-22","9","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
"smdswhr_514_51433","17700413","17700428","1770-04-13","1770-04-28","15","St Martin in the Fields, Westminster, London, England","individual workhouse admission episode","calendar-days"
