sourceRow,A,A_state,B,B_state,C,C_state,D,D_state,E,E_state,F,F_state,G,G_state,H,H_state,I,I_state,J,J_state,K,K_state,L,L_state,M,M_state,N,N_state,O,O_state,P,P_state,Q,Q_state,R,R_state,S,S_state,T,T_state,U,U_state,V,V_state,W,W_state,X,X_state,Y,Y_state,Z,Z_state,AA,AA_state,AB,AB_state,AC,AC_state,AD,AD_state,AE,AE_state,AF,AF_state,AG,AG_state,AH,AH_state,AI,AI_state,AJ,AJ_state,AK,AK_state,AL,AL_state,AM,AM_state,AN,AN_state,AO,AO_state,AP,AP_state,AQ,AQ_state,AR,AR_state,AS,AS_state,AT,AT_state,AU,AU_state,AV,AV_state,AW,AW_state,AX,AX_state,AY,AY_state,AZ,AZ_state,BA,BA_state,BB,BB_state,BC,BC_state,BD,BD_state,BE,BE_state,BF,BF_state,BG,BG_state,BH,BH_state,BI,BI_state,BJ,BJ_state,BK,BK_state,BL,BL_state,BM,BM_state,BN,BN_state,BO,BO_state,BP,BP_state,BQ,BQ_state,BR,BR_state,BS,BS_state,BT,BT_state,BU,BU_state,BV,BV_state,BW,BW_state,BX,BX_state,BY,BY_state,BZ,BZ_state,CA,CA_state,CB,CB_state,CC,CC_state,CD,CD_state,CE,CE_state,CF,CF_state,CG,CG_state,CH,CH_state,CI,CI_state,CJ,CJ_state,CK,CK_state,CL,CL_state,CM,CM_state,CN,CN_state,CO,CO_state,CP,CP_state,CQ,CQ_state,CR,CR_state,CS,CS_state,CT,CT_state,CU,CU_state,CV,CV_state,CW,CW_state,CX,CX_state,CY,CY_state,CZ,CZ_state,DA,DA_state,DB,DB_state,DC,DC_state,DD,DD_state,DE,DE_state,DF,DF_state,DG,DG_state,DH,DH_state,DI,DI_state,DJ,DJ_state,DK,DK_state,DL,DL_state,DM,DM_state,DN,DN_state,DO,DO_state,DP,DP_state,DQ,DQ_state,DR,DR_state,DS,DS_state,DT,DT_state,DU,DU_state,DV,DV_state,DW,DW_state,DX,DX_state,DY,DY_state,DZ,DZ_state,EA,EA_state,EB,EB_state,EC,EC_state,ED,ED_state,EE,EE_state,EF,EF_state,EG,EG_state,EH,EH_state,EI,EI_state,EJ,EJ_state,EK,EK_state,EL,EL_state,EM,EM_state,EN,EN_state,EO,EO_state,EP,EP_state,EQ,EQ_state,ER,ER_state,ES,ES_state,ET,ET_state,EU,EU_state,EV,EV_state,EW,EW_state,EX,EX_state,EY,EY_state,EZ,EZ_state,FA,FA_state,FB,FB_state,FC,FC_state
11,,"   ELECTRICITY, GAS AND WATER SUPPLY",,E,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
12,,   CONSTRUCTION,,F,,blank,89.99883006663279,,90.45253008656255,,89.20078208737674,,92.17653172041658,,96.18122199696921,,97.96779037823197,,102.58321660087528,,104.83246892645577,,107.04176300233284,,108.94501436837834,,107.55052392838576,,108.6433383633635,,107.34780622763195,,109.431390776785,,108.76506838968518,,108.48892797731833,,110.11641265563348,,109.77144654985652,,108.87352675220487,,108.40294648518001,,106.2561101000028,,108.08032248461046,,107.5614474295917,,108.84712629541046,,108.74939549050423,,111.68313392772022,,115.36447221302392,,119.48294014599993,,127.19289943267917,,129.92159644662593,,132.22896963711707,,131.991435827309,,134.4543945943724,,138.3307006671975,,142.07643070356943,,142.67116699966257,,146.78550683868087,,136.34145874023073,,130.27024927665985,,141.1473949538553,,157.30906108874217,,161.96916771622,,160.7641116297749,,168.4152802210783,,171.43002661861448,,166.81163739295314,,172.317807439351,,179.7525285783529,,183.67025085465218,,191.46248863391915,,193.72573570392353,,195.919391588061,,196.06492904866386,,197.20217740697262,,199.0016066518791,,209.1711567598444,,206.1840268861432,,205.94991525490806,,203.63669709646945,,202.8397855093297,,200.83310924654631,,201.389299157655,,203.65952683575654,,205.86997735017704,,205.22958929152338,,200.75674181128332,,207.22973946682376,,216.72906618100197,,225.3837486878215,,234.65903892968427,,249.7646478620102,,253.65789405769107,,266.62973418285014,,277.25539423193095,,289.9163094880319,,301.55686372119095,,314.86742774746807,,327.7402076336561,,335.63690206833803,,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank,,blank
13,,WHOLESALE AND RETAIL TRADE; HOTELS AND RESTAURANTS,,G; H,,blank,243.45074695807008,,263.8440373746083,,266.79251940367755,,273.04054621814964,,273.10083471357797,,280.3249716791275,,281.2026251554895,,280.88894714528345,,271.1402099495494,,273.2485386994374,,284.4384908673633,,298.5294573796453,,323.1921586655356,,284.40565872526435,,293.8767360884649,,303.03594435765035,,309.6123293242101,,333.63126777971524,,367.07869846604456,,422.1019706439854,,441.7759901325388,,485.1162499191615,,491.2173364630982,,489.54876536714306,,498.2313052977984,,524.1976590279319,,524.1459823486942,,535.6769656818427,,549.343490784718,,592.7844681554187,,610.2325828321285,,652.5281954540372,,646.4921566769001,,677.7659268126063,,723.3830871180669,,772.1254256377473,,821.0158964842346,,965.7178245205147,,1022.8900763568321,,976.8367377371012,,943.9409601334022,,887.4523506621016,,874.1184636632838,,866.0140037801312,,848.6470487620461,,943.98320214,,940.1856469896622,,939.0875711560395,,929.3638658107137,,852.7037500492738,,821.8283975892487,,787.6445247990896,,848.3033804915281,,880.1013965118585,,906.8606789589642,,948.9953351263671,,967.1824663104543,,919.6797160602795,,927.6635794165851,,913.330212697887,,963.3229008531118,,1009.2149016649232,,1052.3326608302934,,1058.689064092612,,1136.3538496107442,,1183.214015636655,,1152.136508736811,,1172.4038922912143,,1221.8535032856023,,1261.5152114090215,,1340.0710443909807,,1419.9297832093152,,1492.3307130941096,,1372.4671111998136,,1390.9365441829552,,1486.04418117772,,1538.0074189397253,,1636.3297376115354,,1687.3490835707712,,,blank,,blank,,blank,,blank,,blank,,blank,5421.566320936487,,5110.133743886998,,5671.859108060963,,7097.147245658915,,9023.010700869163,,9304.33401704709,,11810.879262463306,,15184.883008315412,,16848.226150870352,,18876.370546806284,,18153.808487716702,,15510.964305493166,,12101.881351686796,,11473.217543389377,,10943.660954138551,,11655.956565187422,,13252.65202691568,,15682.096227755086,,14505.102026270493,,13412.687144333391,,,blank,,blank,,blank,,blank,,blank,20182.967539348458,,42060.80423957546,,55159.66618180014,,63746.976142420055,,62636.50878441858,,67401.54961222605,,80788.65486218923,,81912.64730390256,,86350.26473,,89914,,95342,,100532,,107545,,110699,,117036,,123567,,133954,,145045,,158110,,172637,,190717,,209447,,228937,,241231,,263820,,296459,,349076,,382261,,431408,,497296,,562147,,664926,,722400,,769511,,794709,,884346,,937835,,1043043,,1143469,,1199157,,1304165,,1419245,,1525992,,1616142,,1735850,,1896974,
14,,   TRADE,,G,,blank,144.57441390916009,,164.56587573535808,,167.49513682384014,,168.53696859630566,,174.3012687654318,,183.02819770380373,,184.5309793224152,,184.94086612107034,,180.19619283846862,,169.33184322404458,,182.9378629820952,,196.40269720346942,,228.72877252493691,,182.8192698820144,,186.42824258030882,,190.97689017288016,,196.09810460563395,,222.35762945613857,,254.84295559906843,,313.48361924522374,,328.4696224626781,,360.04400455518044,,351.4813705692015,,335.12056241098327,,337.69181640804845,,374.68760130207704,,386.9456336265453,,394.3545253042445,,400.45407335402837,,437.79832685904586,,447.54863962893165,,485.44634514031696,,479.3089973499707,,507.53183769169704,,541.7595770926425,,578.832053814433,,654.5777095552378,,778.3375180428909,,813.4257861812273,,761.8302460022177,,708.4685238412324,,657.4685841877101,,658.8945169172337,,652.877019940739,,633.8741467249265,,723.2869643881108,,714.724340188863,,713.7283125770847,,701.3032488779437,,615.1719743679139,,574.7941879206915,,554.1531699760906,,599.8234694733978,,624.5380146724559,,650.5984296158318,,684.4271229665376,,686.3495343539266,,635.3093054430128,,637.0181422369635,,618.796055599484,,645.0900203281308,,671.9039609412099,,699.9172489159479,,716.3178847660342,,776.618965995362,,806.5704456668933,,770.2439916924461,,804.5310415518625,,858.7706427689251,,888.6220696324511,,930.8794313675733,,1011.0253047677943,,1085.8901161481072,,971.397063088347,,995.0285761362236,,1064.8381354942971,,1114.251905767007,,1197.672623868117,,1226.6534591868922,,,blank,,blank,,blank,,blank,,blank,1403.3097445697647,,4348.0513911471735,,3989.3952158776774,,4320.008888129993,,5517.099448253415,,7145.050741908015,,7325.874470101907,,9370.943540507418,,12153.905099776837,,13432.435693545327,,15100.799036586737,,14034.81979803647,,11526.84681009634,,8797.425010418432,,8362.437731529652,,7957.291412905901,,8744.00902368124,,10225.858487839638,,12484.341307781295,,11217.980929918334,,10364.000386462314,,,blank,,blank,,blank,,blank,,blank,13034.098574830832,,29324.7277060545,,39598.793151214566,,46117.07736757521,,45251.708009994414,,49454.183598291325,,60323.9333555375,,59240.29811553041,,62060,,63214,,67590,,71624,,76192,,77002,,83067,,88429,,97547,,107099,,118255,,128299,,142850,,158372,,172118,,181279,,199227,,222923,,265171,,288282,,324266,,375814,,417722,,497393,,532481,,565583,,577927,,653999,,684979,,762697,,838543,,870918,,956456,,1050890,,1127235,,1180208,,1250189,,1366730,
15,,   HOTELS AND RESTAURANTS,,H,,blank,98.87633304891,,99.27816163925021,,99.29738257983742,,104.50357762184397,,98.7995659481462,,97.29677397532375,,96.67164583307428,,95.9480810242131,,90.94401711108077,,103.9166954753928,,101.50062788526813,,102.12676017617586,,94.46338614059867,,101.58638884324996,,107.44849350815608,,112.05905418477022,,113.51422471857614,,111.2736383235767,,112.23574286697614,,108.61835139876169,,113.30636766986072,,125.07224536398105,,139.73596589389672,,154.4282029561598,,160.5394888897499,,149.5100577258548,,137.2003487221489,,141.3224403775982,,148.8894174306897,,154.98614129637286,,162.68394320319683,,167.0818503137203,,167.18315932692934,,170.23408912090923,,181.6235100254243,,193.2933718233143,,166.43818692899688,,187.38030647762375,,209.4642901756048,,215.00649173488347,,235.47243629216987,,229.98376647439144,,215.22394674605016,,213.1369838393922,,214.77290203711965,,220.69623775188919,,225.46130680079926,,225.35925857895484,,228.06061693277,,237.5317756813599,,247.03420966855714,,233.491354822999,,248.4799110181302,,255.56338183940258,,256.2622493431323,,264.5682121598295,,280.83293195652766,,284.37041061726666,,290.6454371796216,,294.5341570984029,,318.232880524981,,337.3109407237133,,352.41541191434555,,342.37117932657765,,359.7348836153821,,376.6435699697617,,381.8925170443649,,367.8728507393518,,363.08286051667716,,372.89314177657036,,409.1916130234075,,408.90447844152106,,406.4405969460024,,401.0700481114667,,395.90796804673164,,421.2060456834228,,423.75551317271834,,438.6571137434184,,460.6956243838791,,,blank,,blank,,blank,,blank,,blank,,blank,1073.514929789313,,1120.7385280093208,,1351.8502199309708,,1580.0477974055,,1877.959958961148,,1978.4595469451826,,2439.9357219558874,,3030.9779085385744,,3415.790457325027,,3775.5715102195454,,4118.988689680232,,3984.117495396825,,3304.456341268364,,3110.779811859726,,2986.36954123265,,2911.947541506183,,3026.7935390760426,,3197.754919973791,,3287.121096352159,,3048.6867578710776,,2465.378944376474,,2195.2104617744017,,2345.0166356626933,,2901.717387473087,,3461.7924094614405,,7148.8689645176255,,12736.076533520965,,15560.873030585572,,17629.89877484484,,17384.800774424166,,17947.36601393473,,20464.721506651727,,22672.34918837215,,24290.26473,,26700,,27752,,28908,,31353,,33697,,33969,,35138,,36407,,37946,,39855,,44338,,47867,,51075,,56819,,59952,,64593,,73536,,83905,,93979,,107142,,121482,,144425,,167533,,189919,,203928,,216782,,230347,,252856,,280346,,304926,,328239,,347709,,368355,,398757,,435934,,485661,,530244,
16,,"TRANSPORT, STORAGE AND COMMUNICATIONS",,I,,blank,120.91023657863485,,136.49961706885648,,150.389194021722,,157.8264436369469,,165.0939432228709,,150.2941081973938,,148.3874102506343,,72.24073774220278,,72.50599123049504,,76.95165565110025,,87.52273171335051,,89.21316838690569,,98.43983405524942,,72.79621698360351,,78.70475480599832,,82.93367296947673,,84.05024841446357,,85.95542517027575,,92.09933529490063,,106.3413403292406,,103.13060453144232,,104.34323408462721,,104.3318130752425,,107.1699528864962,,106.93772299864088,,116.06796607928833,,125.19546375815122,,134.05806218471034,,130.19375838308318,,126.79954865149423,,138.44528113673152,,133.56251961682506,,132.79800963915986,,140.47849833716805,,149.7320879047952,,156.4469189185935,,172.53264024093403,,180.74822311053958,,166.3014590920351,,170.50449263168107,,171.81192381140656,,186.86580771552346,,187.97619286060808,,190.2508898987614,,198.2429702954117,,215.97799732299404,,213.79312659201184,,223.35394361025826,,216.47705704709125,,214.43611972693515,,211.6359766854513,,206.5923965494456,,230.35456963547992,,251.52631397178263,,250.2998288095338,,254.33622221357814,,259.31395749798185,,241.02045136099647,,266.83478129297583,,268.1437594038384,,273.56860363834915,,284.03663684475634,,278.92483222689384,,305.85073057655165,,325.1304052462702,,320.67031184761123,,308.5041158073369,,332.77946682620586,,355.87263974303033,,386.0133933273522,,404.5729733708632,,446.4650086570756,,437.76240775366233,,436.2617915455417,,456.2798701084031,,512.1095939170423,,561.9027942642438,,600.4237896047349,,631.8822688030589,,,blank,,blank,,blank,,blank,,blank,,blank,1341.8166179377035,,1284.9737580411538,,1448.7077432733313,,1560.9252676680626,,2050.2205208147443,,2256.9255495398725,,2964.9334864084894,,3751.216797485278,,4301.739424043734,,4886.248184290725,,4984.8265728244205,,4744.8956226930095,,4224.630214498166,,4133.585657307015,,4073.3364886897907,,3971.7846845717686,,4149.971320501077,,4642.557325236947,,4569.752812185515,,4597.607533867985,,,blank,,blank,,blank,,blank,,blank,,blank,14287.638468853884,,16710.072904268978,,18636.884341038152,,19658.187636042647,,21525.707855739864,,28279.30760269126,,26379.552781424376,,27164,,27958,,31162,,35696,,35326,,35659,,36925,,39932,,39888,,43120,,47053,,53206,,57807,,63559,,67574,,76087,,83065,,92632,,104853,,119162,,137208,,172728,,183179,,205033,,221667,,241710,,265300,,279627,,287953,,307304,,321803,,359412,,390529,,385592,,411446,,457108,,490573,,529006,
17,,"FINANCIAL INTERMEDIATION; REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",,J; K,,blank,112.5509652760757,,119.73447344385895,,132.47765846696404,,128.51371813824403,,134.50092016998093,,140.02608952786397,,140.66628971407854,,150.91649784143908,,124.45067796360838,,141.0111503319969,,142.01994408663995,,143.90925557780278,,151.73792614888677,,139.48992337872642,,146.2262418255143,,150.8898852054963,,154.29916695379708,,151.84530759100505,,159.44715358981512,,166.8839478455696,,169.23509327640522,,176.50046354049852,,188.67328815149324,,189.59490082555226,,193.08807766270309,,199.68752473644972,,208.8857875926118,,210.21087985557332,,233.99758930722277,,237.88431269891248,,262.5852827871308,,267.0820219992618,,263.5159394829233,,255.91261620567641,,291.7229907236198,,301.0406094539717,,310.0834539238157,,324.9088676383735,,336.8399848489806,,375.55517250385674,,417.55084474705654,,420.00832184817347,,411.1357342042329,,434.09155574628437,,447.6084365057718,,455.5235919146758,,457.2807500994761,,488.43420425186923,,505.0534492950901,,503.1558039314671,,535.8667959635835,,538.5438322965583,,518.7294290086893,,528.1354859349879,,534.3042695511073,,552.8311523585178,,543.6810550461078,,539.6947194305379,,539.5276569045294,,520.4828484535985,,512.3549725152828,,512.5878250650236,,521.0538368100603,,534.3586916354618,,537.5606713102613,,529.7347142204648,,555.0090375951806,,567.5290704196074,,590.9021581033805,,602.4503664366343,,644.6122583056712,,662.0533825125513,,694.2184214978262,,721.5567531400197,,759.7644845007275,,803.27259334547,,840.1795475798284,,890.0672146802851,,933.1769344083435,,902.8722970673973,,869.1384673643636,,811.6500911719684,,789.0830129434275,,886.6079451726577,,990.3864682631037,,1127.8081516243644,,1340.2139483090584,,1515.9841178244385,,2020.6906300972842,,2423.053737016583,,2828.9450542051904,,3375.8205611775425,,4269.118923915934,,5444.939034591341,,6773.220959899634,,9401.96997887021,,10062.42222864821,,10462.923020246017,,10374.567981882155,,10219.425220497273,,9887.849661163174,,9899.677104635717,,10244.617151362114,,10315.437023828365,,10531.406453353022,,9610.457760294232,,9100.89322193675,,9038.323962838105,,9115.984965347921,,9433.212853713436,,12987.421143247357,,15024.002516524186,,17350.589216065575,,22473.084897098393,,23426.67070793671,,24906.402612879312,,31127.575236274886,,34059.50016787044,,36450,,40700,,44305,,45727,,48029,,49426,,52286,,54044,,55961,,58104,,61174,,64586,,69794,,76819,,81709,,86934,,94066,,98568,,108158,,118766,,135095,,156320,,187259,,216808,,242298,,269427,,294451,,329140,,389121,,436392,,452307,,513979,,557407,,619897,,669826,,694193,,725106,,758915,
18,,   FINANCIAL INTERMEDIATION,,J,,blank,56.62049379200867,,62.28254317120955,,74.91326870942689,,67.9445925504104,,70.99338836998012,,75.34881096936539,,70.99338836998012,,79.26869130881215,,49.651817632992234,,63.589169951025134,,64.46025447090219,,64.46025447090219,,72.30001514979571,,57.05603605194722,,63.15362769108661,,67.07350803053336,,67.50905029047189,,64.02471221096366,,71.42893062991864,,78.3976067889351,,81.4464026085048,,85.80182520789009,,94.51267040666065,,90.59279006721388,,90.15724780727537,,89.72170554733685,,91.02833232715241,,84.05965616813597,,94.94821266659918,,90.15724780727537,,106.70785368493945,,105.40122690512385,,91.89941684702949,,72.80292973383754,,96.84082014299811,,97.70239327594294,,93.73915686439673,,112.34913653600492,,121.13718249204213,,136.64549888504894,,146.295117974031,,131.30374546079105,,113.12455235565527,,112.77992310247734,,109.76441713717047,,111.40140608976562,,97.27160670947053,,111.05677683658769,,114.67538399495594,,94.25610074416365,,116.31237294755111,,108.5582147510477,,81.3325037499913,,81.84944762975819,,78.14468315809546,,89.1728192597892,,87.79430224707748,,86.58809986095471,,93.65299955110227,,78.74778435115684,,76.59385151879478,,78.14468315809546,,85.03348377465184,,96.99545806541485,,103.29489133208548,,105.46287123863665,,117.8860732798347,,112.09893142866405,,118.78859922977347,,112.42565590960243,,124.98919910628537,,134.15497326382183,,140.5127993539363,,146.66319741453555,,159.13420600065353,,178.8890802916751,,186.4605562229456,,207.75403166798614,,232.6243202015554,,201.02272036354628,,177.11605847890138,,146.8947930962434,,147.92880667746243,,278.10626363172105,,359.0252836045079,,527.0016580411352,,560.0279759365726,,600.1929082716522,,750.3057658705275,,890.8973028558894,,936.1511361074249,,1289.8859166328498,,1720.4216327226914,,2181.496774775653,,2823.591548546099,,2867.1362761742203,,2157.3012720679044,,1882.6635305403104,,1763.5935218940022,,1643.5733069220669,,1617.2829035940576,,1618.9891831223558,,1902.6895318978125,,1845.026288517549,,1921.641926098534,,1674.8034985982454,,1911.341162718131,,2011.259265444975,,2007.5003266735598,,2007.4889213914728,,2417.7310884109797,,3105.1533074351,,4372.203148210669,,5391.73656042476,,5564.787613928918,,6318.50121413827,,7495.744218418152,,8658.888686043701,,8890,,9408,,11496,,12009,,13031,,13417,,15040,,15683,,16419,,17863,,19754,,21765,,24053,,27074,,30108,,33380,,38296,,41068,,43895,,49995,,61001,,73557,,85986,,107987,,119471,,135029,,148691,,160692,,195826,,223930,,218112,,256122,,279585,,325205,,354970,,358565,,367960,,381718,
19,,"   REAL ESTATE, RENTING AND BUSINESS ACTIVITIES",,K,,blank,55.93047148406703,,57.45193027264939,,57.564389757537164,,60.56912558783361,,63.50753180000079,,64.67727855849857,,69.67290134409842,,71.64780653262693,,74.79886033061615,,77.42198038097177,,77.55968961573777,,79.4490011069006,,79.43791099909106,,82.4338873267792,,83.0726141344277,,83.81637717496295,,86.7901166633252,,87.8205953800414,,88.01822295989646,,88.4863410566345,,87.78869066790041,,90.69863833260843,,94.16061774483259,,99.00211075833838,,102.9308298554277,,109.96581918911286,,117.85745526545938,,126.15122368743735,,139.0493766406236,,147.7270648916371,,155.87742910219134,,161.68079509413798,,171.61652263589377,,183.10968647183887,,194.88217058062165,,203.33821617802874,,216.34429705941892,,212.5597311023686,,215.70280235693843,,238.90967361880783,,271.2557267730256,,288.7045763873824,,298.0111818485776,,321.311632643807,,337.8440193686013,,344.1221858249102,,360.0091433900056,,377.37742741528155,,390.37806530013415,,408.8997031873035,,419.55442301603244,,429.9856175455106,,437.396925258698,,446.2860383052296,,456.1595863930118,,463.6583330987286,,455.8867527990303,,453.10661956958324,,445.8746573534271,,441.73506410244175,,435.7611209964881,,434.44314190692813,,436.02035303540845,,437.36323357004693,,434.2657799781759,,424.2718429818281,,437.122964315346,,455.43013899094336,,472.1135588736071,,490.0247105270319,,519.6230591993858,,527.8984092487294,,553.7056221438899,,574.8935557254842,,600.6302785000739,,624.3835130537949,,653.7189913568828,,682.313183012299,,700.5526142067881,,701.8495767038511,,692.0224088854621,,664.7552980757249,,641.1542062659651,,608.5016815409366,,631.3611846585958,,600.8064935832292,,780.1859723724858,,915.7912095527863,,1270.3848642267567,,1532.1564341606936,,1892.7939180977655,,2085.9346445446927,,2548.6972911932426,,3263.4422598156875,,3949.6294113535355,,6534.833702695989,,7905.1209565803065,,8580.259489705706,,8610.974459988154,,8575.851913575205,,8270.566757569117,,8280.687921513361,,8341.9276194643,,8470.410735310816,,8609.764527254487,,7935.654261695986,,7189.55205921862,,7027.06469739313,,7108.484638674361,,7425.723932321964,,10569.690054836377,,11918.849209089085,,12978.386067854906,,17081.348336673633,,17861.883094007793,,18587.90139874104,,23631.831017856734,,25400.611481826738,,27560,,31292,,32809,,33718,,34998,,36009,,37246,,38361,,39542,,40241,,41420,,42821,,45741,,49745,,51601,,53554,,55770,,57500,,64263,,68771,,74094,,82763,,101273,,108821,,122827,,134398,,145760,,168448,,193295,,212462,,234195,,257857,,277822,,294692,,314856,,335628,,357146,,377197,
20,,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",,L; M; N; O; P; MISCs,,blank,194.63942616340069,,212.9604006337782,,235.69010949743273,,246.85934801006766,,243.35447712635624,,216.43677310520127,,221.6515753439444,,216.39115876984283,,221.0601113891014,,221.12335220895721,,240.3465622986542,,238.45414444163427,,238.9208174727858,,237.9719337291846,,235.17221048328463,,234.34544401032943,,248.33416168567481,,263.1957643184152,,269.8079497656927,,271.1852790111418,,283.0885146984668,,281.4682304713997,,288.9718803089705,,291.7004394118872,,304.72965051375456,,315.48475152838324,,324.4977172793632,,305.8493094066941,,321.3100184559117,,362.51496658261607,,372.2516941472679,,388.13306575989304,,398.8125041157381,,405.52358904258824,,407.4899959318593,,423.66417497840837,,431.07248570892784,,465.01023291587614,,517.082077165918,,516.3659354409479,,533.8346515418732,,550.1491933952196,,564.6615061334403,,560.6416540908708,,568.5653274267947,,605.0210702869547,,615.8897700033529,,632.4693322274774,,668.5790355015351,,647.3286487187484,,679.8193012111112,,689.7976441476237,,702.2471297719819,,716.1084498383918,,741.3551778362348,,762.8000118658942,,773.4183040233958,,779.4252029393027,,766.5128328324828,,779.0735875498087,,793.8543341419012,,796.0992277729517,,836.5022271960456,,831.1932406257495,,846.0551853882307,,873.5066506877663,,886.9613666972054,,909.8081481452709,,924.1383862281702,,927.9097967326192,,934.4923214026226,,985.881030351572,,1003.2607593649868,,995.5284620806253,,1040.0037440139938,,1059.9092587026835,,1070.9972676108737,,1099.7103754768646,,1110.7840949462634,,,blank,,blank,,blank,,blank,,blank,,blank,6188.474521075337,,6315.647362675856,,6428.433087309566,,6629.48968199301,,7053.858142856111,,7429.291345441481,,7905.749325274116,,9208.732766178624,,10234.199233434605,,11105.306142099449,,12073.336482549628,,12184.31062195166,,11881.108487045858,,11651.61969717207,,11892.249931638977,,12109.493327184002,,12950.506698651901,,14080.382060042019,,14797.010475694216,,15608.531640966303,,20276.809045575315,,16164.521513347941,,16687.06553595333,,17296.20325796399,,19846.667185710812,,31635.419572831164,,38212.22304040867,,42498.687049166074,,63226.97150732872,,51658.96983379338,,53851.03170847828,,55693.137799036056,,63636.53536974077,,57772.735270000005,,47755.07649042002,,50545.33585152887,,52829.15708830797,,56111.44939669815,,61074.04043564855,,64184.99938440491,,68443.99783375177,,73222,,79015,,87289,,95167,,112289,,124958,,136032,,146935,,161330,,176438,,198672,,229782,,265172,,316982,,383637,,435573,,487513,,542155,,590504,,643163,,695782,,740066,,764770,,805832,,861368,,899183,,912498,,934035,,983822,,1040541,
21,,   PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,L,,blank,56.571,,54.977,,58.114000000000004,,58.533,,60.988,,52.244,,52.10940000000001,,52.474000000000004,,52.9404,,53.206,,55.3724,,56.236000000000004,,57.2024,,60.56700000000001,,55.82640000000001,,56.15,,56.339000000000006,,59.321,,60.584,,62.408,,62.672,,63.425,,64.783,,64.40700000000001,,65.991,,66.313,,67.4654,,68.011,,71.3854,,74.443,,74.3284,,73.995,,75.4624,,76.93,,77.69839999999999,,87.565,,86.619,,87.973,,89.72600000000003,,90.902,,96.009,,105.05300000000003,,107.768,,104.77,,105.598,,105.658,,105.51400000000001,,109.986,,113.16,,114.219,,114.90599999999999,,117.404,,116.05100000000002,,117.767,,116.80200000000002,,120.29899999999999,,121.4114,,120.775,,121.6314,,124.262,,126.4204,,131.25300000000001,,140.3704,,140.762,,145.8364,,147.23,,150.9724,,154.784,,159.1804,,163.437,,165.41840000000002,,170.02200000000002,,174.1494,,175.888,,180.2534,,187.018,,193.471,,207.823,,213.91039136908097,,,blank,,blank,,blank,,blank,,blank,,blank,976.508,,1000.2320000000002,,1133.6670000000001,,1173.9920000000002,,1182.142,,1347.459,,1441.2730000000001,,1846.6940000000004,,2353.56,,2505.105,,2888.839,,2952.1890000000003,,2746.8790000000004,,2596.911,,2622.299,,2537.457,,2771.64,,3179.9449999999997,,3454.7650000000003,,3990.678,,8329.966573689298,,3870.8762468086074,,4136.177754273757,,4616.017832000402,,6901.274781208415,,13119.385545938752,,14848.643161533344,,16505.156263341836,,34375.12921966965,,20353.859473981945,,20625.388766057593,,21222.34930072844,,26071.432633441866,,23966,,25117,,27065,,27872,,29273,,32139,,34391,,35747,,35587,,38269,,41622,,44535,,51106,,55648,,60587,,64743,,71051,,78547,,88547,,102236,,119231,,140275,,170065,,192761,,216795,,242949,,269427,,296781,,318608,,336999,,346664,,367143,,392821,,413131,,418952,,430442,,450921,,475251,
